Exp_C_Du,Exp_Dis_Du,Act_Dis_Du,LastTemp_Du,Act_C_Du,Act_Dis_Apt,Act_C_Apt,LastTemp_Apt,Exp_C_Apt,Exp_Dis_Apt,Act_Dis_Fixed,Act_C_Fixed,LastTemp_Fixed,Exp_C_Fixed,Exp_Dis_Fixed
1.6459260141262029,0.0,0.0,40.09543834995123,1.6459260141262029,0.852422489252675,1.7185352774710057,46.25582479030755,,,0.8713514397393047,1.9268380356843164,43,,
