1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93243221457,0.0,0.0,0.365153665541,18.8571892951,0.0,77.7259552406,36.0817844239,2.63782647943,18.7697297354,0.0,0.0,0.0,0.571650182871,0.0145334792255,0.0,0.0,0.0,0.0,10.7584079967,0.0,0.0,0.0,1.95111958603,0.0,0.0,0.0,0.0,8.27772476139,3.44504013808,0.0,0.0,0.0,0.667026140288,0.14805981961,0.0,1.86512983394,0.0,1.0052323131,0.0414809719562,0.299753009027,2.39802407221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9821733078,0.0,0.0,0.0,
0.0,0.0,0.0,9.19399998118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9724361823,0.0,0.0,0.0,0.0,0.0,0.0,0.426472688064,0.0,0.0,12.2871385398,0.0,0.0,0.0,3.87157237133,0.0,5.07042102144,0.375586742329,0.0,2.07663121404,2.88959477566,0.0,0.0,0.0,0.0,0.0381644593012,0.0,0.0,0.0,2.31470474587,0.0,7.61562698579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60926743677,0.0,0.242314027309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4703885229,0.0,0.0,0.0,3.90065005461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30031585776,14.7548040154,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80609831584,0.0,0.318151736489,37.59765721,0.0,0.0,55.8419927886,40.8870431637,0.686601747509,0.0,1.11807610252,0.0,0.0,0.0,0.0,0.0,0.0,5.02982745307,6.36606474632,0.0,4.83711840125,7.12734004547,6.699797159,9.665287353,0.0,0.0,0.0,1.78710375411,0.0,0.0,0.0,0.0,1.75589458377,0.0,0.0,0.0,0.0,7.63533867409,8.22558589569,1.37714251652,0.0,0.0,4.47472842331,0.0,0.0,0.0,0.0,0.0,0.659937601975,0.0,0.0,0.0,0.0,0.0,0.0,37.4837285882,17.8201332632,1.61439281144,17.861457085,5.021724906,11.792309232,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815967180315,0.0,0.0,0.0,7.095372504,0.0,0.0,0.0,0.0,1.769300634,0.0,0.0024248653204,0.0,0.0,8.90706973,0.0,12.5689862801,0.383128720623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65725695599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030310816505,13.1721715286,7.05635808237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5133729046,4.39840258304,0.0,0.0,0.0,0.0,0.0,1.97778077695,0.0,1.3494375508,7.35279786778,0.0,0.0,0.0,0.0,0.0,2.92226581925,0.0,0.0,0.0,0.0,0.0,
0.0,14.160461728,0.0,0.0,0.409033065163,0.0,4.983492265,0.0,0.0,0.0,0.0,0.0,0.021224844004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8540488348,0.0,0.0,0.0,0.0,10.188809556,0.662215132926,0.0627648958405,6.11760646608,0.0,4.25921976749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16856599774,0.253788491877,0.0,0.0,0.0,13.9140980929,0.0,0.0,0.0,0.0,0.0,11.066646135,0.0,0.0,0.437838210597,0.460579114887,2.10732379754,0.0,0.0,0.0,0.81230510124,0.136142213683,0.0,0.0,0.0,0.0,6.616518139,1.52606628389,0.0,9.64881408423,0.0,8.45112645829,0.0,0.0,0.0,0.0,0.0,76.4894863976,13.3025193735,2.78288026099,0.0,0.0,0.0,2.3392810213,0.0,0.0,1.47452023417,0.983013489444,
0.0,0.0,2.78623615751,0.353663331119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0764588059,7.698009776,21.86074275,0.0,0.0,0.0,0.0,2.75560151219,8.35446208605,5.6631629977,0.0,0.0,1.06553969316,22.5149477435,0.664862797438,0.0,0.0,11.8571243054,5.38805781646,0.0,0.0,0.0,1.90480764959,0.246593729159,1.78135912835,0.0,1.92179319551,0.0,0.0,2.38343606855,0.711573048717,5.47692861922,38.6057193695,38.6057193695,0.0,0.0,2.43499933295,0.0,0.0,0.0,0.512599510798,0.0,0.0858376695597,0.0,0.0,0.0,0.0,2.33399599739,0.0,0.0,0.0,0.145590393599,0.0,0.0,0.0,5.88549166126,0.0,0.0,0.0,6.894367233,12.2178807762,5.36014056,29.402036552,0.0,0.0,0.0,0.0,8.73057060285,0.0,0.0,5.20576651114,0.966052924196,0.0,0.0,0.0,0.208982877479,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081010988946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139569494064,0.0,4.49201382526,66.7302989957,15.8881664275,0.0,0.543410791019,0.0,0.409202821,0.0,0.0,3.63214437705,0.517620775812,0.0,0.0967884100141,1.00914812447,0.0,0.0,7.00456813036,0.0,2.88059299271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6542019166,6.105109248,0.0,0.0,0.0,0.0,6.871276232,0.0,0.0,3.95770539255,6.6034575409,0.0,0.0,0.0,0.0,0.0,7.72153055313,1.66997933767,0.0,0.0,0.0,0.0,7.82044284675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64813367773,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0121403167457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291974617733,0.0,0.0,0.0,1.68264790095,4.31284752389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4822049425,2.19163068051,0.0,0.0,0.0,7.23653930417,1.49022388053,0.0,0.0,0.0,3.50126734945,0.0,0.0,0.0,14.5484152338,3.10792108689,0.0,0.0,0.0,0.0,5.22276426398,2.22532005948,1.48354670632,0.0,0.0,0.0,0.728419004739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59996601493,2.75281682208,23.580440723,5.09407690648,0.0,123.752318747,7.77647989143,13.064206992,0.0,0.0,0.0,1.94487874265,0.0,0.0,0.0,0.835860807938,0.0,0.0,0.766053986651,0.151146943483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364321483264,0.0,0.0,13.385588301,7.455364995,12.861309016,10.17518208,0.0,0.0,3.80351628528,0.0,2.68869254649,2.76580726045,10.539338522,20.531685299,0.0,0.0,3.91554514138,10.9059636015,0.0,2.3031189767,0.0,5.44341958,9.41052926,16.362056184,10.8814951487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57265440276,0.876193167251,0.0,0.0,0.0,0.0,0.393770803161,0.0,4.94111011677,0.0,0.0,2.41059381427,0.0,0.0,0.0,0.0,0.0,0.0,0.40621845384,0.0,14.36184554,0.0,0.0,0.0,0.0,1.089440998,0.0,0.0,0.188839968825,0.0,2.00376815795,0.0,0.0,1.77971044575,0.0,0.0,0.0,9.43167599924,41.1783464497,0.0,0.0,0.0,
0.0,0.0,11.1448848774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168548997411,0.512024521864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4475915357,0.0,0.0,2.57652197123,0.0,0.0,2.11673245397,0.0,6.77324016082,0.0,0.0,0.0,8.23460552215,0.0267248860759,0.0,0.0,2.94504898,0.0,0.0,4.60093209148,0.0,9.552860676,4.8572480443,13.2470401208,0.724305151036,0.0,1.815482636,0.0,0.191325888953,0.0,1.80423350201,0.738578669735,0.0,0.0,0.0,0.0,0.107506928078,0.0,5.80415934868,0.0,0.0233842753165,0.0,0.0,0.318876481588,2.05781622785,0.0,0.0,0.0,0.0,0.0,6.66816276784,0.0,0.0,0.0,9.20233171,21.072241847,7.958445984,0.0,0.571548131761,0.0,0.0,0.0,0.0,18.6870728967,0.0,0.0,0.0,0.0,0.0,
