1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93243221457,0.0,0.365153665541,18.8571892951,0.0,104.419717646,12.0258484975,18.7697297354,0.0,0.0,0.586183662096,0.0,0.0,0.0,10.7584079967,0.0,0.0,1.95111958603,0.0,0.0,0.0,8.27772476139,3.44504013808,0.0,0.0,0.667026140288,0.14805981961,1.86512983394,1.0052323131,0.0414809719562,0.299753009027,2.39802407221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9821733078,0.0,0.0,
0.0,0.0,9.19399998118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9724361823,0.0,0.0,0.0,0.0,0.426472688064,0.0,12.2871385398,0.0,0.0,3.87157237133,0.0,5.44600776377,0.0,2.07663121404,2.88959477566,0.0,0.0,0.0381644593012,0.0,0.0,2.31470474587,0.0,7.61562698579,0.0,0.0,0.0,0.0,0.0,3.60926743677,0.0,0.242314027309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4703885229,0.0,0.0,3.90065005461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0551198731,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18928149116,1.61681682467,1.59075868245,36.3250502641,0.0,87.293564453,9.43547149931,0.686601747509,1.11807610252,0.0,0.0,0.0,0.0,5.02982745307,6.36606474632,0.0,11.9644584467,9.273118877,7.091965635,0.0,1.61045378994,0.176649964165,0.0,0.0,1.49258614662,0.263308437152,0.0,0.0,7.63533867409,9.60272841221,0.0,0.0,4.47472842331,0.0,0.0,0.0,0.0,0.659937601975,0.0,0.0,0.0,0.0,55.3038618515,1.61439281144,17.861457085,9.659609238,7.1544249,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815967180315,0.0,0.0,7.095372504,0.0,0.0,0.0,1.769300634,0.0,0.0024248653204,0.0,8.90706973,12.5689862801,0.383128720623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.60239437812,0.0548625778741,0.0,0.0,0.0,0.0,0.0,13.1752026102,7.05635808237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.91177548764,0.0,0.0,0.0,0.0,1.97778077695,0.0,8.70223541859,0.0,0.0,0.0,1.57040340312,1.35186241612,0.0,0.0,0.0,
0.0,14.160461728,0.0,0.409033065163,0.0,4.983492265,0.0,0.0,0.0,0.021224844004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74526205983,10.108786775,0.0,0.0,0.0,10.8510246889,2.13430967063,4.04606169128,4.25921976749,0.0,0.0,0.0,0.0,0.0,3.16856599774,0.253788491877,0.0,0.0,13.9140980929,0.0,0.0,0.0,11.066646135,0.0,0.0,0.898417325485,2.10732379754,0.0,0.0,0.81230510124,0.136142213683,0.0,0.0,0.0,8.05525935042,0.0873250724737,9.64881408423,8.45112645829,0.0,0.0,0.0,0.0,89.7920057711,2.78288026099,0.0,0.0,2.3392810213,0.0,0.0,2.45753372361,
0.0,0.0,3.13989948863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0764588059,21.542389769,8.016362757,0.0,0.0,2.75560151219,9.30534934425,4.7122757395,0.0,14.7977469428,9.44760329132,0.0,0.0,17.2451821219,0.0,0.0,1.90480764959,0.246593729159,1.78135912835,0.0,1.92179319551,0.0,3.09500911727,5.47692861922,77.2114387389,0.0,0.0,2.43499933295,0.0,0.0,0.512599510798,0.0858376695597,0.0,0.0,0.0,2.33399599739,0.0,0.0,0.145590393599,0.0,0.0,5.88549166126,0.0,0.0,6.894367233,12.2178807762,22.695047114,12.067129998,0.0,0.0,8.73057060285,0.0,0.726132088077,5.44568734726,0.0,0.0,0.208982877479,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081010988946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139569494064,4.49201382526,82.6184654232,0.0,0.543410791019,0.0,0.409202821,0.0,4.14976515286,0.0,0.0967884100141,1.00914812447,0.0,7.00456813036,0.0,2.88059299271,0.0,0.0,0.0,0.0,0.0,0.0,7.7593111646,0.0,0.0,0.0,6.871276232,0.0,3.95770539255,6.6034575409,0.0,0.0,0.0,7.72153055313,1.66997933767,0.0,0.0,0.0,7.82044284675,0.0,0.0,0.0,0.0,0.0,0.0,1.64813367773,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0121403167457,0.0,0.0,0.0,0.0,0.0,0.0,0.291974617733,0.0,0.0,1.68264790095,4.31284752389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4822049425,2.19163068051,0.0,0.0,7.30634612545,1.42041705924,0.0,3.23873299982,0.262534349625,0.0,0.0,17.6563363207,0.0,0.0,0.0,5.22276426398,3.7088667658,0.0,0.0,0.0,0.728419004739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59996601493,23.3852851313,8.04204932024,58.6195194064,66.8233384473,19.1501477766,0.0,0.0,1.94487874265,0.0,0.0,0.835860807938,0.0,0.665289357662,0.251911572472,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364321483264,0.0,6.894745774,13.946207522,12.861309016,10.17518208,0.0,3.80351628528,2.68869254649,2.76580726045,19.639085621,11.4319382,0.0,3.91554514138,10.9059636015,2.3031189767,0.0,14.3088498,16.907155224,10.8814951487,0.0,0.0,0.0,0.0,0.0,0.0,1.57265440276,0.876193167251,0.0,0.0,0.393770803161,4.82543804584,0.115672070936,0.0,2.41059381427,0.0,0.0,0.0,0.0,0.40621845384,0.0,14.36184554,0.0,0.0,1.089440998,0.0,0.0,0.188839968825,2.00376815795,0.0,0.0,1.77971044575,0.0,0.0,50.6100224489,0.0,0.0,
0.0,2.31139895368,8.83348592376,0.0,0.0,0.0,0.0,0.0,0.680573519275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3988860644,2.04870547123,0.0,2.57652197123,0.0,2.11673245397,6.77324016082,0.0,0.0,8.23460552215,0.0267248860759,0.0,2.94504898,0.0,0.0,4.60093209148,9.552860676,18.1042881651,0.724305151036,0.0,1.815482636,0.191325888953,0.0,2.54281217175,0.0,0.0,0.0,0.0,0.107506928078,5.80415934868,0.0,0.0233842753165,0.0,2.37669270944,0.0,0.0,0.0,0.0,6.66816276784,0.0,0.0,19.854096909,18.378922632,0.0,0.571548131761,0.0,0.0,4.93620793498,13.7508649617,0.0,0.0,0.0,
