1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93243221457,0.0,0.0,0.0,0.365153665541,18.8571892951,0.0,30.6193157008,73.8004019456,12.0258484975,0.0,18.7697297354,0.0,0.0,0.0,0.0,0.0,0.586183662096,0.0,0.0,0.0,0.0,0.0,10.7584079967,0.0,0.0,0.0,0.0,1.95111958603,0.0,0.0,0.0,0.0,0.0,0.0,8.27772476139,3.44504013808,0.0,0.0,0.0,0.0,0.667026140288,0.0,0.14805981961,0.0,1.86512983394,0.0,1.0052323131,0.0414809719562,0.0,0.299753009027,2.39802407221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9821733078,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,7.89640836494,1.29759161624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9724361823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426472688064,0.0,0.0,0.0,12.2871385398,0.0,0.0,0.0,0.0,3.87157237133,0.0,0.0,5.44600776377,0.0,0.0,2.07663121404,1.44479738783,1.44479738783,0.0,0.0,0.0,0.0,0.0381644593012,0.0,0.0,0.0,0.0,2.31470474587,0.0,0.0,7.61562698579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60926743677,0.0,0.242314027309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0136271785,2.45676134438,0.0,0.0,0.0,0.0,3.90065005461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0551198731,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80609831584,0.0,0.0,1.59075868245,36.3250502641,0.0,0.0,36.97104979,59.7579861623,0.0,0.686601747509,0.0,1.11807610252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628728431634,4.40109902144,6.36606474632,0.0,0.0,4.98619521492,6.9782632318,4.984249347,4.28886953,7.091965635,0.0,0.0,0.0,1.78710375411,0.0,0.0,0.0,0.0,0.0,0.0,1.75589458377,0.0,0.0,0.0,0.0,0.0,7.63533867409,6.56695484279,3.03577356942,0.0,0.0,0.0,4.47472842331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659937601975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614487353905,54.6893744976,0.0,1.61439281144,11.569727124,11.313454867,4.637884332,7.1544249,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815967180315,0.0,0.0,0.0,0.0,7.095372504,0.0,0.0,0.0,0.0,0.0,0.0,1.769300634,0.0,0.0024248653204,0.0,0.0,0.0,8.90706973,0.0,12.5689862801,0.383128720623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.60239437812,0.0548625778741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190958143982,12.9842444662,7.05635808237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.91177548764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97778077695,0.0,0.0,1.8186489903,6.88358642829,0.0,0.0,0.0,0.0,0.0,0.0,2.92226581925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,14.160461728,0.0,0.0,0.409033065163,0.0,0.0,4.983492265,0.0,0.0,0.0,0.0,0.0,0.0,0.021224844004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8540488348,0.0,0.0,0.0,0.0,0.0,0.0,10.8510246889,0.0,0.0627648958405,6.11760646608,0.0,0.0,4.25921976749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16856599774,0.253788491877,0.0,0.0,0.0,0.0,12.7530991258,1.16099896702,0.0,0.0,0.0,0.0,0.0,11.066646135,0.0,0.0,0.0,0.0,0.656757315896,0.241660009589,2.10732379754,0.0,0.0,0.0,0.147664271857,0.664640829383,0.136142213683,0.0,0.0,0.0,0.0,0.0,6.616518139,0.0,1.52606628389,0.0,9.64881408423,0.0,8.45112645829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.605038747,63.1869670241,2.78288026099,0.0,0.0,0.0,0.0,0.0,2.3392810213,0.0,0.0,0.0,2.45753372361,0.0,
0.0,0.0,0.0,3.13989948863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0764588059,7.698009776,13.227736704,8.633006046,0.0,0.0,0.0,0.0,0.0,2.75560151219,8.35446208605,3.64552279307,2.01764020463,0.0,0.0,0.395823882599,23.1846635541,0.0,0.664862797438,0.0,0.0,2.54479875479,14.7003833671,0.0,0.0,0.0,0.0,1.90480764959,0.0,0.246593729159,1.78135912835,0.0,0.0,1.92179319551,0.0,0.0,0.0,3.09500911727,0.0,5.47692861922,7.30378474557,69.9076539933,0.0,0.0,0.0,2.43499933295,0.0,0.0,0.0,0.0,0.512599510798,0.0,0.0858376695597,0.0,0.0,0.0,0.0,0.0,0.0,2.33399599739,0.0,0.0,0.0,0.0,0.145590393599,0.0,0.0,0.0,0.0,5.88549166126,0.0,0.0,0.0,0.0,6.894367233,6.18015182616,11.39786951,11.327839425,18.074197127,0.0,0.0,0.0,0.0,5.96131999126,2.76925061159,0.0,0.0,0.0,5.20576651114,0.966052924196,0.0,0.0,0.0,0.0,0.208982877479,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081010988946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139569494064,4.49201382526,0.0,34.9539661406,47.6644992826,0.0,0.0,0.543410791019,0.0,0.409202821,0.0,0.0,0.0,0.641716260752,3.50804889211,0.0,0.0,0.0967884100141,1.00914812447,0.0,0.0,0.799793883377,6.20477424698,0.0,0.0,2.88059299271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6542019166,6.105109248,0.0,0.0,0.0,0.0,0.0,4.763559944,2.107716288,0.0,0.0,3.95770539255,6.6034575409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72153055313,1.66997933767,0.0,0.0,0.0,0.0,0.0,1.3098293606,6.51061348615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61718565948,0.030948018249,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121403167457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291974617733,0.0,0.0,0.0,0.0,1.68264790095,4.31284752389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4822049425,2.19163068051,0.0,0.0,0.0,0.0,2.53854023152,4.76780589394,1.42041705924,0.0,0.0,0.0,3.50126734945,0.0,0.0,0.0,0.0,0.0,17.6563363207,0.0,0.0,0.0,0.0,0.0,0.0,5.22276426398,0.0,3.7088667658,0.0,0.0,0.0,0.0,0.728419004739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59996601493,0.0813401221959,23.3039450091,2.94797241376,5.09407690648,0.0,123.752318747,0.0,7.77647989143,13.064206992,0.0,0.0,0.0,0.0,1.94487874265,0.0,0.0,0.0,0.0,0.835860807938,0.0,0.0,0.332644678831,0.584556251303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364321483264,0.0,0.0,6.894745774,6.490842527,7.455364995,12.417658964,10.618832132,0.0,0.0,0.0,0.0,3.80351628528,2.68869254649,0.0,2.76580726045,7.18092277,14.364495327,9.525605724,0.0,0.0,3.91554514138,10.9059636015,0.0,0.0,2.3031189767,0.0,0.0,9.432863179,15.232868381,6.550273464,10.8814951487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57265440276,0.0,0.876193167251,0.0,0.0,0.0,0.0,0.0,0.393770803161,0.0,4.94111011677,0.0,0.0,0.0,0.0,2.41059381427,0.0,0.0,0.0,0.0,0.0,0.0,0.40621845384,0.0,0.0,3.07753833,11.28430721,0.0,0.0,0.0,0.0,0.0,1.089440998,0.0,0.0,0.0,0.188839968825,0.0,2.00376815795,0.0,0.0,0.0,1.77971044575,0.0,0.0,0.0,0.0,9.43167599924,41.1783464497,0.0,0.0,0.0,0.0,
0.0,0.0,11.1448848774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.680573519275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93858008544,11.5090114502,0.0,0.0,0.0,2.57652197123,0.0,0.0,1.14734794994,0.969384504028,2.90845720397,3.86478295685,0.0,0.0,0.0,8.10371431876,0.130891203395,0.0267248860759,0.0,0.0,0.0,2.94504898,0.0,0.0,0.0,4.60093209148,0.0,9.552860676,0.0,18.1042881651,0.724305151036,0.0,0.0,1.815482636,0.0,0.191325888953,0.0,0.0,0.0,2.54281217175,0.0,0.0,0.0,0.0,0.0,0.0,0.107506928078,0.0,4.78496937514,1.01918997353,0.0,0.0233842753165,0.0,0.0,0.318876481588,1.81243318297,0.245383044879,0.0,0.0,0.0,0.0,0.0,0.0,6.66816276784,0.0,0.0,0.0,0.0,9.20233171,12.333622862,8.738618985,7.958445984,0.0,0.468900273878,0.102647857883,0.0,0.0,0.0,0.0,18.6870728967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
