1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93243221457,0.0,19.2223429607,77.7259552406,38.7196109033,18.7697297354,0.0,0.586183662096,0.0,0.0,10.7584079967,0.0,1.95111958603,0.0,8.27772476139,3.44504013808,0.0,0.815085959898,1.86512983394,1.0052323131,0.341233980983,2.39802407221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9821733078,0.0,
0.0,0.0,9.19399998118,0.0,0.0,0.0,0.0,1.9724361823,0.0,0.0,0.0,0.426472688064,12.2871385398,0.0,3.87157237133,5.07042102144,0.375586742329,4.9662259897,0.0,0.0,0.0381644593012,0.0,2.31470474587,7.61562698579,0.0,0.0,0.0,3.60926743677,0.242314027309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4703885229,0.0,3.90065005461,0.0,0.0,0.0,0.0,0.0,0.0,7.30031585776,14.7548040154,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80609831584,37.9158089465,0.0,96.7290359523,0.686601747509,1.11807610252,0.0,0.0,5.02982745307,6.36606474632,11.9644584467,16.365084512,0.0,1.78710375411,0.0,0.0,1.75589458377,0.0,7.63533867409,9.60272841221,0.0,4.47472842331,0.0,0.0,0.659937601975,0.0,0.0,37.4837285882,19.4345260747,22.883181991,11.792309232,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815967180315,0.0,7.095372504,0.0,0.0,1.769300634,0.0024248653204,8.90706973,12.5689862801,0.383128720623,0.0,0.0,0.0,0.0,0.0,0.0,4.65725695599,0.0,0.0,0.0,13.1752026102,7.05635808237,0.0,0.0,0.0,0.0,0.0,2.5133729046,4.39840258304,0.0,0.0,1.97778077695,8.70223541859,0.0,0.0,2.92226581925,0.0,0.0,
0.0,14.160461728,0.409033065163,4.983492265,0.0,0.0,0.021224844004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8540488348,0.0,0.0,10.8510246889,6.18037136192,4.25921976749,0.0,0.0,0.0,3.16856599774,0.253788491877,0.0,13.9140980929,0.0,0.0,11.066646135,0.437838210597,2.56790291243,0.0,0.81230510124,0.136142213683,0.0,6.616518139,1.52606628389,9.64881408423,8.45112645829,0.0,0.0,89.7920057711,2.78288026099,0.0,2.3392810213,1.47452023417,
0.983013489444,2.78623615751,0.353663331119,0.0,0.0,0.0,0.0,0.0,0.0,32.7744685819,21.86074275,0.0,2.75560151219,14.0176250837,0.0,23.5804874367,0.664862797438,11.8571243054,5.38805781646,0.0,2.15140137875,1.78135912835,1.92179319551,2.38343606855,6.18850166794,77.2114387389,0.0,2.43499933295,0.0,0.512599510798,0.0858376695597,0.0,2.33399599739,0.0,0.145590393599,0.0,5.88549166126,0.0,6.894367233,17.5780213362,29.402036552,0.0,8.73057060285,0.0,6.17181943534,0.0,0.208982877479,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081010988946,0.0,0.0,0.0,0.0,0.0,0.0,0.0139569494064,4.49201382526,82.6184654232,0.543410791019,0.409202821,0.0,4.14976515286,0.0967884100141,1.00914812447,7.00456813036,2.88059299271,0.0,0.0,0.0,0.0,7.7593111646,0.0,0.0,6.871276232,3.95770539255,6.6034575409,0.0,0.0,9.3915098908,0.0,0.0,7.82044284675,0.0,0.0,0.0,0.0,1.64813367773,0.0,
0.0,0.0,0.0,0.0121403167457,0.0,0.0,0.0,0.0,0.291974617733,0.0,1.68264790095,4.31284752389,0.0,0.0,0.0,0.0,4.4822049425,2.19163068051,0.0,8.7267631847,0.0,3.50126734945,0.0,14.5484152338,3.10792108689,0.0,5.22276426398,3.7088667658,0.0,0.728419004739,0.0,0.0,0.0,0.0,0.0,7.35278283701,28.6745176295,123.752318747,20.8406868834,0.0,1.94487874265,0.0,0.835860807938,0.0,0.917200930134,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364321483264,0.0,20.840953296,23.036491096,0.0,3.80351628528,5.45449980694,31.071023821,0.0,14.8215087429,2.3031189767,5.44341958,25.772585444,10.8814951487,0.0,0.0,0.0,1.57265440276,0.876193167251,0.0,0.393770803161,4.94111011677,0.0,2.41059381427,0.0,0.0,0.40621845384,14.36184554,0.0,0.0,1.089440998,0.188839968825,2.00376815795,0.0,1.77971044575,0.0,50.6100224489,0.0,
0.0,11.1448848774,0.0,0.0,0.0,0.168548997411,0.512024521864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4475915357,2.57652197123,0.0,2.11673245397,6.77324016082,0.0,8.26133040823,0.0,2.94504898,4.60093209148,9.552860676,18.1042881651,0.724305151036,1.815482636,0.191325888953,2.54281217175,0.0,0.0,0.107506928078,5.80415934868,0.0233842753165,0.318876481588,2.05781622785,0.0,0.0,6.66816276784,0.0,30.274573557,7.958445984,0.571548131761,0.0,18.6870728967,0.0,0.0,
1.66726846087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8219820201,0.0,2.21637788709,14.1224220933,0.0,0.0,0.0,0.0808054438001,0.0,10.6158911242,37.6498687733,4.92943585167,1.59909720362,6.12997387384,0.0,0.0,0.0,22.9684917304,0.0,13.8043645758,0.0,0.0,0.0510350171369,0.0,0.0,1.644382104,0.0,12.0805462423,4.21676829094,1.80475617149,9.55222298097,0.0,12.564911413,0.0,3.97192172062,15.1306674616,1.64010748525,
2.36766025931,1.30722791066,14.459727419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73279917665,17.9378876462,0.0,22.656435932,0.0,6.83645046,42.6596557841,0.0,0.399886548216,6.312549716,18.387629075,5.81438976,0.0,0.0,0.0,0.0,0.0,0.0,1.90827319361,4.92808513599,53.5534993496,19.8973944253,2.30481722509,5.73697418717,1.72109225615,0.0,8.986941881,22.411898446,6.185738481,17.841772953,13.232416045,4.38447036794,
0.0,0.0,0.0,0.0118539627423,0.0,0.0,0.0,0.0,1.37505967811,0.0,0.0,3.96104724251,0.0,1.40059129017,0.0,0.16565153063,17.8538915765,3.85861684651,0.0,1.08053429613,1.70119562741,46.974518818,16.0256457843,1.7215601275,13.1942331171,0.818227376983,18.9025113576,0.0,0.0,4.69781661911,0.212155538311,2.10088693526,8.27869167,11.7765541388,0.0,10.608990066,3.55801250927,0.0,0.643761361237,0.0,0.0,0.0,8.97041031832,19.2243920382,78.0568249194,0.0,1.57201782829,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.217661654,56.3983488847,3.14942263292,0.0,0.0,8.06950241557,1.03004574576,0.0,0.0,0.0,1.114046163,0.0,0.0,11.590168338,0.0,11.650734898,9.55353727346,0.0,0.0,2.00354234491,0.744259736015,0.0,0.0,0.0,0.119786901957,0.0066886087387,15.2208412679,2.34162111388,6.60044071441,0.0,1.65634274584,1.35474729726,0.0,68.342379926,0.0,
