1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93243221457,0.0,0.0,0.0,0.365153665541,3.14286488252,15.7143244126,0.0,0.0,77.7259552406,26.6937624059,12.0258484975,0.0,18.7697297354,0.0,0.0,0.0,0.0,0.0,0.0,0.586183662096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7584079967,0.0,0.0,0.0,0.0,0.0,1.95111958603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.27772476139,3.15739836175,0.287641776339,0.0,0.0,0.0,0.0,0.0,0.667026140288,0.14805981961,0.0,0.0,1.86512983394,0.0,1.0052323131,0.0,0.0414809719562,0.0,0.299753009027,2.39802407221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9821733078,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,9.19399998118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9724361823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426472688064,0.0,0.0,0.0,3.78797403191,8.49916450787,0.0,0.0,0.0,0.0,0.0,3.87157237133,0.0,0.0,5.07042102144,0.375586742329,0.0,0.0,2.07663121404,0.0,2.88959477566,0.0,0.0,0.0,0.0,0.0,0.0,0.0381644593012,0.0,0.0,0.0,0.0,0.0,2.31470474587,0.0,0.0,7.61562698579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60926743677,0.0,0.0,0.242314027309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0136271785,2.45676134438,0.0,0.0,0.0,0.0,3.79827237807,0.102377676538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30031585776,14.7548040154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18928149116,1.61681682467,0.0,0.0,1.59075868245,36.3250502641,0.0,0.0,0.0,21.3007132604,65.9928511925,9.43547149931,0.0,0.686601747509,0.0,1.11807610252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02982745307,0.0,6.36606474632,0.0,0.0,0.0,5.00649632573,6.957962121,4.984249347,4.28886953,7.091965635,0.0,0.0,0.0,0.0,1.61045378994,0.176649964165,0.0,0.0,0.0,0.0,0.0,0.0,1.49258614662,0.263308437152,0.0,0.0,0.0,0.0,0.0,0.0,7.63533867409,3.37028739521,6.232441017,0.0,0.0,0.0,0.0,4.47472842331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659937601975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4837285882,17.8201332632,0.0,1.61439281144,6.421948065,11.43950902,5.021724906,4.637884332,7.1544249,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815967180315,0.0,0.0,0.0,0.0,0.0,7.095372504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.769300634,0.0,0.0,0.0024248653204,0.0,0.0,0.0,8.90706973,0.0,0.0,12.5689862801,0.383128720623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.60239437812,0.0548625778741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190958143982,12.9842444662,7.05635808237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5133729046,4.39840258304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57919353991,0.398587237041,0.0,0.0,8.00114623283,0.701089185761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57040340312,1.35186241612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,14.160461728,0.0,0.0,0.0,0.409033065163,0.0,0.0,4.983492265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021224844004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74526205983,10.108786775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8510246889,0.0,0.0627648958405,2.07154477479,4.04606169128,0.0,0.0,4.25921976749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16856599774,0.253788491877,0.0,0.0,0.0,0.0,0.0,11.9089567586,2.00514133427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.066646135,0.0,0.0,0.0,0.0,0.437838210597,0.460579114887,0.0,2.10732379754,0.0,0.0,0.0,0.0,0.403878460191,0.408426641049,0.0291083574912,0.107033856192,0.0,0.0,0.0,0.0,0.0,0.0,6.616518139,1.43874121142,0.0873250724737,0.0,9.64881408423,0.0,0.0,8.45112645829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.7920057711,0.0,2.78288026099,0.0,0.0,0.0,0.0,0.0,2.3392810213,0.0,0.0,0.0,0.0,1.47452023417,0.983013489444,0.0,
0.0,0.0,0.0,2.78623615751,0.353663331119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1963082339,4.880150572,7.698009776,13.844379993,8.016362757,0.0,0.0,0.0,0.0,0.0,0.0,2.75560151219,8.35446208605,0.950887258196,4.7122757395,0.0,0.0,0.0,0.395823882599,14.4019230602,8.78274049389,0.664862797438,0.0,0.0,0.0,0.0,11.8571243054,5.38805781646,0.0,0.0,0.0,0.0,0.0,1.90480764959,0.0,0.246593729159,1.78135912835,0.0,0.0,0.0,1.92179319551,0.0,0.0,0.0,2.38343606855,0.711573048717,5.47692861922,0.0,0.0,77.2114387389,0.0,0.0,0.0,0.0,1.1404580832,1.29454124976,0.0,0.0,0.0,0.0,0.205039804319,0.307559706479,0.0,0.0858376695597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33399599739,0.0,0.0,0.0,0.0,0.0,0.145590393599,0.0,0.0,0.0,0.0,3.47870046707,2.40679119419,0.0,0.0,0.0,0.0,0.0,6.894367233,6.18015182616,6.03772895,5.36014056,17.334906554,12.067129998,0.0,0.0,0.0,0.0,0.0,5.96131999126,2.76925061159,0.0,0.0,0.0,0.726132088077,4.47963442306,0.966052924196,0.0,0.0,0.0,0.0,0.0,0.208982877479,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081010988946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139569494064,0.0,4.49201382526,0.0,13.7697442372,68.848721186,0.0,0.0,0.0,0.543410791019,0.0,0.0,0.409202821,0.0,0.0,0.0,0.0,4.14976515286,0.0,0.0,0.0,0.0967884100141,1.00914812447,0.0,0.0,0.0,7.00456813036,0.0,0.0,0.0,2.88059299271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6542019166,6.105109248,0.0,0.0,0.0,0.0,0.0,0.0,1.07505644,5.796219792,0.0,0.0,0.0,3.95770539255,6.6034575409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72153055313,0.0,1.66997933767,0.0,0.0,0.0,0.0,0.0,0.0,0.919338189162,6.90110465759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64813367773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121403167457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291974617733,0.0,0.0,0.0,0.0,0.0,0.0,1.68264790095,4.31284752389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4822049425,2.19163068051,0.0,0.0,0.0,0.0,0.0,0.0,7.30634612545,1.42041705924,0.0,0.0,0.0,0.0,3.23873299982,0.262534349625,0.0,0.0,0.0,0.0,0.0,14.5484152338,3.10792108689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22276426398,0.0,3.7088667658,0.0,0.0,0.0,0.0,0.0,0.0,0.728419004739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59996601493,0.0,2.75281682208,20.6324683092,2.94797241376,5.09407690648,0.0,58.6195194064,65.1327993404,1.69053910683,6.0859407846,13.064206992,0.0,0.0,0.0,0.0,0.0,1.94487874265,0.0,0.0,0.0,0.0,0.0,0.835860807938,0.0,0.0,0.0,0.665289357662,0.251911572472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364321483264,0.0,0.0,0.0,6.894745774,6.490842527,7.455364995,7.981158444,4.880150572,10.17518208,0.0,0.0,0.0,0.0,3.80351628528,0.0,2.68869254649,0.0,2.76580726045,4.10338444,15.535701181,11.4319382,0.0,0.0,0.0,3.91554514138,0.0,10.9059636015,0.0,0.0,2.3031189767,0.0,0.0,5.44341958,8.86543022,10.35688176,6.550273464,10.8814951487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57265440276,0.0,0.876193167251,0.0,0.0,0.0,0.0,0.0,0.0,0.393770803161,0.0,4.82543804584,0.115672070936,0.0,0.0,0.0,0.0,2.41059381427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40621845384,0.0,0.0,0.0,14.36184554,0.0,0.0,0.0,0.0,0.0,0.0,1.089440998,0.0,0.0,0.0,0.0,0.188839968825,0.0,0.0,2.00376815795,0.0,0.0,0.0,0.0,1.77971044575,0.0,0.0,0.0,0.0,0.0,20.7912198474,29.8188026015,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,2.31139895368,8.83348592376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168548997411,0.512024521864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3988860644,2.04870547123,0.0,0.0,0.0,2.57652197123,0.0,0.0,0.0,0.536927256617,1.57980519735,0.0,6.77324016082,0.0,0.0,0.0,0.0,0.0,8.23460552215,0.0,0.0267248860759,0.0,0.0,0.0,2.94504898,0.0,0.0,0.0,0.0,4.60093209148,0.0,0.0,9.552860676,0.0,18.1042881651,0.0,0.724305151036,0.0,0.0,1.815482636,0.0,0.0,0.191325888953,0.0,0.0,0.0,2.54281217175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107506928078,0.0,3.76577940161,2.03837994707,0.0,0.0,0.0233842753165,0.0,0.0,0.0,0.318876481588,2.05781622785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66816276784,0.0,0.0,0.0,0.0,0.0,9.20233171,10.651765199,10.420476648,7.958445984,0.0,0.0,0.410287739643,0.161260392117,0.0,0.0,0.0,0.0,0.0,4.93620793498,13.7508649617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
