1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93243221457,19.2223429607,116.445566144,18.7697297354,0.586183662096,10.7584079967,1.95111958603,8.27772476139,3.44504013808,2.68021579384,1.34646629408,2.39802407221,0.0,0.0,0.0,3.9821733078,
0.0,9.19399998118,0.0,0.0,1.9724361823,0.0,12.7136112278,3.87157237133,5.44600776377,4.9662259897,0.0381644593012,2.31470474587,7.61562698579,0.0,3.85158146408,0.0,0.0,0.0,12.4703885229,3.90065005461,0.0,0.0,0.0,22.0551198731,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80609831584,37.9158089465,97.4156376998,1.11807610252,5.02982745307,18.3305231931,16.365084512,1.78710375411,1.75589458377,7.63533867409,9.60272841221,4.47472842331,0.659937601975,0.0,56.9182546629,34.675491223,
0.0,0.0,0.0,0.0,0.0,0.815967180315,7.095372504,0.0,1.77172549932,21.4760560101,0.383128720623,0.0,0.0,4.65725695599,0.0,13.1752026102,7.05635808237,0.0,0.0,6.91177548764,0.0,10.6800161955,0.0,2.92226581925,
0.0,14.5694947932,4.983492265,0.021224844004,0.0,0.0,0.0,0.0,15.8540488348,10.8510246889,10.4395911294,0.0,3.16856599774,0.253788491877,13.9140980929,11.066646135,3.00574112303,0.81230510124,0.136142213683,8.14258442289,18.0999405425,0.0,92.5748860321,2.3392810213,
2.45753372361,3.13989948863,0.0,0.0,0.0,54.6352113319,2.75560151219,14.0176250837,24.2453502341,17.2451821219,2.15140137875,3.70315232387,8.57193773649,77.2114387389,2.43499933295,0.598437180358,2.33399599739,0.145590393599,5.88549166126,6.894367233,46.9800578882,8.73057060285,6.17181943534,0.208982877479,
0.0,0.0,0.0,0.0,0.081010988946,0.0,0.0,0.0,4.50597077467,83.1618762143,0.409202821,4.24655356287,8.01371625483,2.88059299271,0.0,7.7593111646,0.0,10.8289816246,6.6034575409,9.3915098908,0.0,7.82044284675,0.0,1.64813367773,
0.0,0.0,0.0121403167457,0.0,0.291974617733,1.68264790095,4.31284752389,0.0,4.4822049425,2.19163068051,8.7267631847,3.50126734945,17.6563363207,5.22276426398,3.7088667658,0.728419004739,0.0,0.0,36.0273004665,144.59300563,1.94487874265,0.835860807938,0.917200930134,0.0,
0.0,0.0,0.0,0.0,0.0,0.364321483264,20.840953296,23.036491096,9.25801609222,31.071023821,17.1246277196,31.216005024,10.8814951487,0.0,2.44884757001,0.393770803161,4.94111011677,2.41059381427,0.40621845384,14.36184554,1.089440998,2.19260812678,1.77971044575,50.6100224489,
0.0,11.1448848774,0.0,0.680573519275,0.0,0.0,0.0,15.4475915357,2.57652197123,8.88997261479,8.26133040823,2.94504898,14.1537927675,18.8285933162,2.00680852495,2.54281217175,0.107506928078,5.82754362399,2.37669270944,0.0,6.66816276784,38.233019541,0.571548131761,18.6870728967,
1.66726846087,0.0,0.0,0.0,0.0,0.0,34.8219820201,16.3387999804,0.0,0.0808054438001,10.6158911242,42.5793046249,7.72907107746,0.0,22.9684917304,13.8043645758,0.0,0.0510350171369,1.644382104,12.0805462423,6.02152446242,9.55222298097,12.564911413,19.1025891823,
4.00776774456,15.7669553297,0.0,0.0,0.0,0.0,0.0,0.0,1.73279917665,17.9378876462,22.656435932,49.4961062441,0.399886548216,24.700178791,5.81438976,0.0,0.0,1.90827319361,58.4815844856,22.2022116504,7.45806644332,8.986941881,28.597636927,31.074188998,
4.38447036794,0.0,0.0118539627423,0.0,1.37505967811,0.0,3.96104724251,1.40059129017,18.0195431072,3.85861684651,2.78172992353,63.0001646023,14.9157932446,19.7207387346,0.0,4.90997215743,10.3795786053,11.7765541388,14.1670025753,0.643761361237,0.0,8.97041031832,97.2812169576,1.57201782829,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.616010539,3.14942263292,8.06950241557,1.03004574576,0.0,1.114046163,11.590168338,11.650734898,9.55353727346,2.00354234491,0.744259736015,0.0,0.126475510695,17.5624623818,6.60044071441,3.01109004309,68.342379926,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0662948623839,3.84132654185,2.21205884853,32.7557441151,14.3047891361,1.14465074318,7.3508229979,3.96491933835,0.264571239789,47.1602796497,9.70976450025,0.304408978194,0.0,0.0,0.0188545021459,
8.986941881,1.423559434,0.0,0.0,0.243951851724,0.0,0.0,10.8074928825,2.60772970677,3.75113994446,3.37821604145,120.284384406,2.26674463721,1.97229901069,11.4380567087,0.0,0.0,7.26836595628,2.41335909174,2.10492121437,5.6699033867,7.86455751411,11.1788958887,0.0,
0.0,0.0,0.0,0.0,0.0,2.91077068019,8.00697731688,9.87203682034,0.0538524522206,0.0,4.88475209266,13.8823711295,0.0,1.7457930556,0.0,0.0,0.198675996045,1.03871340046,7.23965593553,1.69741712395,6.44492314852,19.0337559717,6.99543768,0.0931008496016,
0.0,0.0362141033442,0.0,0.0,0.0,0.0,0.0,3.43607933495,0.0,8.06102825068,112.813322641,0.0,16.6475320113,29.743343013,0.0,0.363358314226,3.80430677231,2.35391671737,77.7900242246,8.48201250764,0.396224895413,9.62321324327,0.0,0.0,
0.0,2.51210196341,2.28472523172,0.0,0.0,0.0,0.0,18.8530923797,13.3777876278,57.3567698259,8.98396818733,2.3757368017,0.0,0.0,4.34846584869,0.0,5.61166991366,0.0,9.09476488122,6.69772102301,16.3878659406,1.51584487796,0.0,12.830268654,
5.48505909,13.0937904901,0.0,0.0,0.0,0.0,84.4958667566,1.08627800569,27.0369967975,0.129695748437,11.3081905733,0.555925907621,0.0,0.0,0.0,0.0,0.0,9.24310545201,0.0,58.5464601882,9.98505037911,20.3859461573,27.1811998215,12.7360616065,
12.4888481142,0.0,0.0,0.0,0.0,0.0,0.104447261754,14.7611691356,3.93123658672,11.5801308241,6.10057271714,4.3873940156,3.29419964331,22.3675485857,0.0876991585573,4.61516821908,2.56885451941,1.55209239988,0.0,13.857628928,4.05699961618,0.105056283688,15.575859137,0.0,
16.2346826014,0.0,0.0,3.5579759628,0.0,0.0,0.0,5.36589800656,0.0,4.83929807164,1.54233780822,0.351777284458,0.123350476368,0.0,0.0,4.36812970882,0.889037137084,34.183766464,0.0,0.687716976888,14.5801816016,1.08883445189,0.0,0.103248917256,
16.7442941711,8.41007153766,0.0,0.0,0.0,0.0,2.9682605427,0.0,3.92935065069,15.4922851417,23.6779853298,29.282417596,2.81625294718,8.85086310224,0.0,10.5591969614,0.0,16.694415182,22.1966240763,14.0395311876,37.3849515055,19.037808998,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,4.51988404304,0.0,0.0,8.771173511,65.6012059369,6.88174053793,2.50810147909,3.73320789885,15.3669963922,0.0,6.70854029914,29.2561576316,1.90666898155,0.0,0.0,0.0,7.43836443523,36.852480514,
25.9463814313,11.056425528,0.0,0.0,0.0,0.0,0.0,0.0,38.9526308061,55.8089042803,11.775653428,0.221841186804,7.04926684584,6.001767555,0.224583728949,4.0129486113,9.26034591456,0.673751186847,24.7991990021,0.77979614977,7.49110150441,1.99839904267,0.0,0.104826055303,
